vin,vout,dvout_dvin
7.550000000000000044e-01,4.013936309999999730e-01,-1.803405699999996159e+01
7.560000000000000053e-01,3.848763430000000096e-01,-1.530429249999997410e+01
7.570000000000000062e-01,3.707850460000000070e-01,-1.313766849999998954e+01
7.580000000000000071e-01,3.586010059999999999e-01,-1.143444749999997612e+01
7.590000000000000080e-01,3.479161510000000068e-01,-1.009038599999999519e+01
7.600000000000000089e-01,3.384202339999999865e-01,-9.018318999999991092e+00
7.610000000000000098e-01,3.298795130000000131e-01,-8.151496999999977788e+00
7.620000000000000107e-01,3.221172400000000269e-01,-7.591382499999980382e+00
7.630000000000000115e-01,3.146967480000000261e-01,-6.965951000000018212e+00
7.640000000000000124e-01,3.081853379999999754e-01,-6.301175000000029058e+00
7.650000000000000133e-01,3.020943979999999862e-01,-5.897085499999974445e+00
7.660000000000000142e-01,2.963911670000000109e-01,-5.535780499999987114e+00
7.670000000000000151e-01,2.910228369999999787e-01,-5.221566999999993186e+00
7.680000000000000160e-01,2.859480329999999904e-01,-4.945170999999987771e+00
7.690000000000000169e-01,2.811324949999999823e-01,-4.700184000000007245e+00
7.700000000000000178e-01,2.765476649999999981e-01,-4.481495000000023765e+00
7.710000000000000187e-01,2.721695049999999783e-01,-4.285026500000014948e+00
7.720000000000000195e-01,2.679776119999999762e-01,-4.107484999999968522e+00
7.730000000000000204e-01,2.639545349999999901e-01,-3.946190500000000156e+00
7.740000000000000213e-01,2.600852309999999723e-01,-3.798941000000013446e+00
7.750000000000000222e-01,2.563566529999999899e-01,-3.663908999999975435e+00
7.760000000000000231e-01,2.527574129999999863e-01,-3.511201499999984321e+00
7.770000000000000240e-01,2.493342500000000073e-01,-3.425370999999998389e+00
7.780000000000000249e-01,2.459066709999999933e-01,-3.346400499999987233e+00
7.790000000000000258e-01,2.426414490000000090e-01,-3.218128999999990469e+00
7.800000000000000266e-01,2.394704129999999931e-01,-3.126286500000006185e+00
7.810000000000000275e-01,2.363888759999999978e-01,-3.039612999999988574e+00
7.820000000000000284e-01,2.333911870000000000e-01,-2.958295499999991307e+00
7.830000000000000293e-01,2.304722849999999990e-01,-2.881801000000010049e+00
7.840000000000000302e-01,2.276275849999999934e-01,-2.809680499999998915e+00
7.850000000000000311e-01,2.248529240000000096e-01,-2.741538999999988846e+00
7.860000000000000320e-01,2.221445069999999911e-01,-2.677029500000003281e+00
7.870000000000000329e-01,2.194988649999999875e-01,-2.601423499999995670e+00
7.880000000000000338e-01,2.169416600000000084e-01,-2.557944999999989477e+00
7.890000000000000346e-01,2.143829750000000034e-01,-2.503715999999997166e+00
7.900000000000000355e-01,2.119342280000000023e-01,-2.449611500000003161e+00
7.910000000000000364e-01,2.094837519999999953e-01,-2.412390000000002033e+00
7.920000000000000373e-01,2.071094480000000015e-01,-2.350982500000000641e+00
7.930000000000000382e-01,2.047817869999999929e-01,-2.305123500000007652e+00
7.940000000000000391e-01,2.024992009999999898e-01,-2.260976999999996906e+00
7.950000000000000400e-01,2.002598329999999982e-01,-2.218621499999983371e+00
7.960000000000000409e-01,1.980619580000000102e-01,-2.177936500000001274e+00
7.970000000000000417e-01,1.959039599999999881e-01,-2.138814499999995178e+00
7.980000000000000426e-01,1.937843290000000052e-01,-2.101157499999985134e+00
7.990000000000000435e-01,1.917016450000000038e-01,-2.064875500000013631e+00
8.000000000000000444e-01,1.896545779999999903e-01,-2.029886000000004742e+00
8.010000000000000453e-01,1.876418729999999868e-01,-1.996113999999991506e+00
8.020000000000000462e-01,1.856623500000000038e-01,-1.963490000000007285e+00
8.030000000000000471e-01,1.837148929999999902e-01,-1.931949500000001763e+00
8.040000000000000480e-01,1.817984509999999998e-01,-1.901432999999983053e+00
8.050000000000000488e-01,1.799120270000000021e-01,-1.871886499999988018e+00
8.060000000000000497e-01,1.780546779999999940e-01,-1.843259000000003311e+00
8.070000000000000506e-01,1.762255090000000024e-01,-1.815503000000006750e+00
8.080000000000000515e-01,1.744236720000000018e-01,-1.788574499999995737e+00
8.090000000000000524e-01,1.726483600000000007e-01,-1.762433000000001471e+00
8.100000000000000533e-01,1.708988059999999864e-01,-1.737040499999991994e+00
8.110000000000000542e-01,1.691742790000000107e-01,-1.712361999999998829e+00
8.120000000000000551e-01,1.674740819999999963e-01,-1.688363500000107820e+00
8.129999999999999449e-01,1.657975519999999869e-01,-1.665014000000084593e+00
8.139999999999999458e-01,1.641440540000000115e-01,-1.642284500000002367e+00
8.149999999999999467e-01,1.625129829999999997e-01,-1.620148499999999103e+00
8.159999999999999476e-01,1.609037570000000084e-01,-1.598579999999998336e+00
8.169999999999999485e-01,1.593158229999999953e-01,-1.577553500000007602e+00
8.179999999999999494e-01,1.577486499999999903e-01,-1.557047999999980448e+00
8.189999999999999503e-01,1.562017270000000124e-01,-1.537041999999985364e+00
8.199999999999999512e-01,1.546745660000000133e-01,-1.517514000000019792e+00
8.209999999999999520e-01,1.531666989999999895e-01,-1.498446500000000015e+00
8.219999999999999529e-01,1.516776730000000128e-01,-1.479820999999986952e+00
8.229999999999999538e-01,1.502070570000000049e-01,-1.461619500000011840e+00
8.239999999999999547e-01,1.487544339999999909e-01,-1.443827000000013072e+00
8.249999999999999556e-01,1.473194029999999877e-01,-1.426428499999985888e+00
8.259999999999999565e-01,1.459015770000000045e-01,-1.409408999999996581e+00
8.269999999999999574e-01,1.445005849999999870e-01,-1.392753999999996495e+00
8.279999999999999583e-01,1.431160690000000124e-01,-1.376452000000000453e+00
8.289999999999999591e-01,1.417476809999999865e-01,-1.360489499999999907e+00
8.299999999999999600e-01,1.403950900000000002e-01,-1.344854999999981260e+00
8.309999999999999609e-01,1.390579710000000024e-01,-1.329537500000014916e+00
8.319999999999999618e-01,1.377360149999999894e-01,-1.314526000000000749e+00
8.329999999999999627e-01,1.364289190000000096e-01,-1.299810499999992430e+00
8.339999999999999636e-01,1.351363939999999930e-01,-1.285381000000000995e+00
8.349999999999999645e-01,1.338581570000000054e-01,-1.271228999999991061e+00
8.359999999999999654e-01,1.325939359999999956e-01,-1.257344500000002085e+00
8.369999999999999662e-01,1.313434679999999910e-01,-1.243719500000011635e+00
8.379999999999999671e-01,1.301064969999999876e-01,-1.230346499999996013e+00
8.389999999999999680e-01,1.288827750000000050e-01,-1.217216999999990890e+00
8.399999999999999689e-01,1.276720630000000023e-01,-1.204323500000000990e+00
8.409999999999999698e-01,1.264741279999999912e-01,-1.191659499999992988e+00
8.419999999999999707e-01,1.252887440000000074e-01,-1.179217999999998767e+00
8.429999999999999716e-01,1.241156919999999997e-01,-1.166992000000007579e+00
8.439999999999999725e-01,1.229547599999999963e-01,-1.154975999999997782e+00
8.449999999999999734e-01,1.218057399999999957e-01,-1.143163999999991631e+00
8.459999999999999742e-01,1.206684320000000060e-01,-1.131548999999992589e+00
8.469999999999999751e-01,1.195426420000000045e-01,-1.120126500000004910e+00
8.479999999999999760e-01,1.184281789999999945e-01,-1.108890999999999849e+00
8.489999999999999769e-01,1.173248600000000030e-01,-1.097837499999997135e+00
8.499999999999999778e-01,1.162325040000000004e-01,-1.086961000000002286e+00
8.509999999999999787e-01,1.151509379999999944e-01,-1.076255999999993662e+00
8.519999999999999796e-01,1.140799920000000051e-01,-1.065719000000001415e+00
8.529999999999999805e-01,1.130194999999999950e-01,-1.055345000000002642e+00
8.539999999999999813e-01,1.119693020000000067e-01,-1.045129499999994493e+00
8.549999999999999822e-01,1.109292409999999979e-01,-1.035069499999998754e+00
8.559999999999999831e-01,1.098991629999999942e-01,-1.025160499999998365e+00
8.569999999999999840e-01,1.088789200000000040e-01,-1.015397999999997580e+00
8.579999999999999849e-01,1.078683670000000067e-01,-1.005779000000003975e+00
8.589999999999999858e-01,1.068673619999999935e-01,-9.963000000000050704e-01
8.599999999999999867e-01,1.058757669999999956e-01,-9.869574999999954912e-01
8.609999999999999876e-01,1.048934470000000008e-01,-9.777479999999982851e-01
8.619999999999999885e-01,1.039202709999999946e-01,-9.686680000000009727e-01
8.629999999999999893e-01,1.029561110000000029e-01,-9.597154999999943925e-01
8.639999999999999902e-01,1.020008399999999954e-01,-9.508865000000028544e-01
8.649999999999999911e-01,1.010543379999999936e-01,-9.421779999999984057e-01
8.659999999999999920e-01,1.001164840000000056e-01,-9.335881499999985067e-01
8.669999999999999929e-01,9.918716169999999832e-02,-9.251135499999989520e-01
8.679999999999999938e-01,9.826625690000000135e-02,-9.167516999999918426e-01
8.689999999999999947e-01,9.735365830000000664e-02,-9.085000500000006696e-01
8.699999999999999956e-01,9.644925679999999391e-02,-9.003562500000015234e-01
8.709999999999999964e-01,9.555294579999999705e-02,-8.923178499999977475e-01
8.719999999999999973e-01,9.466462109999999874e-02,-8.843824499999968225e-01
8.729999999999999982e-01,9.378418089999999985e-02,-8.765478500000014606e-01
8.739999999999999991e-01,9.291152540000000015e-02,-8.688119500000013318e-01
8.750000000000000000e-01,9.204655700000000107e-02,-8.611725999999961800e-01
8.760000000000000009e-01,9.118918019999999736e-02,-8.536276999999969917e-01
8.770000000000000018e-01,9.033930160000000487e-02,-8.461752500000017108e-01
8.780000000000000027e-01,8.949682970000000237e-02,-8.388133500000023446e-01
8.790000000000000036e-01,8.866167490000000095e-02,-8.315401500000021429e-01
8.800000000000000044e-01,8.783374939999999409e-02,-8.243538500000013869e-01
8.810000000000000053e-01,8.701296719999999929e-02,-8.172525999999962210e-01
8.820000000000000062e-01,8.619924419999999698e-02,-8.102347000000023058e-01
8.830000000000000071e-01,8.539249779999999457e-02,-8.032985500000009438e-01
8.840000000000000080e-01,8.459264710000000131e-02,-7.964423999999965531e-01
8.850000000000000089e-01,8.379961299999999502e-02,-7.896647500000000264e-01
8.860000000000000098e-01,8.301331759999999726e-02,-7.829640499999896974e-01
8.870000000000000107e-01,8.223368490000000641e-02,-7.763387500000007435e-01
8.880000000000000115e-01,8.146064009999999522e-02,-7.697874500000025932e-01
8.890000000000000124e-01,8.069410999999999945e-02,-7.633087499999930969e-01
8.900000000000000133e-01,7.993402260000000148e-02,-7.569012499999985266e-01
8.910000000000000142e-01,7.918030750000000506e-02,-7.505635500000025218e-01
8.920000000000000151e-01,7.843289550000000221e-02,-7.442944000000082383e-01
8.930000000000000160e-01,7.769171869999999536e-02,-7.380925000000004843e-01
8.940000000000000169e-01,7.695671049999999735e-02,-7.319566499999936582e-01
8.950000000000000178e-01,7.622780540000000105e-02,-7.258855999999909159e-01
8.960000000000000187e-01,7.550493930000000409e-02,-7.198781000000025188e-01
8.970000000000000195e-01,7.478804919999999801e-02,-7.139331500000096753e-01
8.980000000000000204e-01,7.407707299999999329e-02,-7.080495499999983622e-01
8.990000000000000213e-01,7.337195009999999962e-02,-7.022261999999912518e-01
9.000000000000000222e-01,7.267262060000000135e-02,-6.964620499999938374e-01
9.010000000000000231e-01,7.197902600000000151e-02,-6.907560499999974013e-01
9.020000000000000240e-01,7.129110850000000554e-02,-6.851072000000044682e-01
9.030000000000000249e-01,7.060881160000000156e-02,-6.795145000000033519e-01
9.040000000000000258e-01,6.993207949999999395e-02,-6.739769999999936090e-01
9.050000000000000266e-01,6.926085760000000313e-02,-6.684936999999990803e-01
9.060000000000000275e-01,6.859509210000000468e-02,-6.630637500000062801e-01
9.070000000000000284e-01,6.793473009999999312e-02,-6.576862000000005537e-01
9.080000000000000293e-01,6.727971970000000412e-02,-6.523601999999968371e-01
9.090000000000000302e-01,6.663000970000000633e-02,-6.470849000000029605e-01
9.100000000000000311e-01,6.598554989999999565e-02,-6.418594499999983327e-01
9.110000000000000320e-01,6.534629079999999812e-02,-6.366830999999990581e-01
9.120000000000000329e-01,6.471218369999999498e-02,-6.315548999999975877e-01
9.130000000000000338e-01,6.408318100000000295e-02,-6.264741499999999519e-01
9.140000000000000346e-01,6.345923539999999419e-02,-6.214401000000009390e-01
9.150000000000000355e-01,6.284030079999999852e-02,-6.164519999999953370e-01
9.160000000000000364e-01,6.222633140000000118e-02,-6.115091499999998348e-01
9.170000000000000373e-01,6.161728250000000212e-02,-6.066107999999985623e-01
9.180000000000000382e-01,6.101310979999999967e-02,-6.017562500000011028e-01
9.190000000000000391e-01,6.041376999999999858e-02,-5.969447499999986917e-01
9.200000000000000400e-01,5.981922030000000334e-02,-5.921757499999991126e-01
9.210000000000000409e-01,5.922941849999999869e-02,-5.874486000000018748e-01
9.220000000000000417e-01,5.864432309999999954e-02,-5.827625999999987982e-01
9.230000000000000426e-01,5.806389330000000237e-02,-5.781171499999970820e-01
9.240000000000000435e-01,5.748808880000000343e-02,-5.735115999999962355e-01
9.250000000000000444e-01,5.691687010000000269e-02,-5.689454000000004896e-01
9.260000000000000453e-01,5.635019799999999718e-02,-5.644179499999992800e-01
9.270000000000000462e-01,5.578803420000000290e-02,-5.599286499999998057e-01
9.280000000000000471e-01,5.523034069999999823e-02,-5.554770000000033292e-01
9.290000000000000480e-01,5.467708019999999863e-02,-5.510623999999992861e-01
9.300000000000000488e-01,5.412821589999999849e-02,-5.466843499999995970e-01
9.310000000000000497e-01,5.358371149999999888e-02,-5.423423499999984188e-01
9.320000000000000506e-01,5.304353120000000060e-02,-5.380357499999988136e-01
9.330000000000000515e-01,5.250764000000000126e-02,-5.337641499999996597e-01
9.340000000000000524e-01,5.197600289999999845e-02,-5.295270999999992512e-01
9.350000000000000533e-01,5.144858580000000181e-02,-5.253240000000012344e-01
9.360000000000000542e-01,5.092535489999999720e-02,-5.211544500000009350e-01
9.370000000000000551e-01,5.040627689999999800e-02,-5.170179500000280370e-01
9.379999999999999449e-01,4.989131900000000341e-02,-5.129141000000245754e-01
9.389999999999999458e-01,4.938044870000000280e-02,-5.088423999999989178e-01
9.399999999999999467e-01,4.887363420000000180e-02,-5.048023999999990963e-01
9.409999999999999476e-01,4.837084390000000178e-02,-5.007937000000026728e-01
9.419999999999999485e-01,4.787204679999999823e-02,-4.968159000000014203e-01
9.429999999999999494e-01,4.737721210000000321e-02,-4.928685999999977696e-01
9.439999999999999503e-01,4.688630960000000208e-02,-4.889513000000000886e-01
9.449999999999999512e-01,4.639930949999999943e-02,-4.850636500000007345e-01
9.459999999999999520e-01,4.591618229999999690e-02,-4.812052999999991698e-01
9.469999999999999529e-01,4.543689890000000148e-02,-4.773758999999984098e-01
9.479999999999999538e-01,4.496143050000000335e-02,-4.735750000000003013e-01
9.489999999999999547e-01,4.448974890000000071e-02,-4.698022000000001697e-01
9.499999999999999556e-01,4.402182610000000135e-02,-4.660572499999986462e-01
9.509999999999999565e-01,4.355763440000000319e-02,-4.623397000000011303e-01
9.519999999999999574e-01,4.309714669999999831e-02,-4.586492500000005634e-01
9.529999999999999583e-01,4.264033589999999957e-02,-4.549856499999975767e-01
9.539999999999999591e-01,4.218717539999999877e-02,-4.513483999999969853e-01
9.549999999999999600e-01,4.173763910000000132e-02,-4.477371999999988361e-01
9.559999999999999609e-01,4.129170100000000010e-02,-4.441518500000007919e-01
9.569999999999999618e-01,4.084933539999999891e-02,-4.405920000000023151e-01
9.579999999999999627e-01,4.041051699999999997e-02,-4.370572000000016999e-01
9.589999999999999636e-01,3.997522099999999828e-02,-4.335472999999971933e-01
9.599999999999999645e-01,3.954342240000000008e-02,-4.300619999999959475e-01
9.609999999999999654e-01,3.911509700000000145e-02,-4.266009000000003937e-01
9.619999999999999662e-01,3.869022059999999846e-02,-4.231638000000010891e-01
9.629999999999999671e-01,3.826876939999999949e-02,-4.197503999999980806e-01
9.639999999999999680e-01,3.785071980000000169e-02,-4.163603999999985206e-01
9.649999999999999689e-01,3.743604860000000062e-02,-4.129935499999994875e-01
9.659999999999999698e-01,3.702473270000000011e-02,-4.096495999999980597e-01
9.669999999999999707e-01,3.661674940000000239e-02,-4.063282500000013897e-01
9.679999999999999716e-01,3.621207619999999849e-02,-4.030292500000030032e-01
9.689999999999999725e-01,3.581069089999999733e-02,-3.997523999999970101e-01
9.699999999999999734e-01,3.541257140000000220e-02,-3.964973999999976684e-01
9.709999999999999742e-01,3.501769610000000227e-02,-3.932640000000020564e-01
9.719999999999999751e-01,3.462604340000000058e-02,-3.900520500000013158e-01
9.729999999999999760e-01,3.423759199999999725e-02,-3.868612000000020146e-01
9.739999999999999769e-01,3.385232099999999772e-02,-3.836912499999982629e-01
9.749999999999999778e-01,3.347020950000000050e-02,-3.805419999999948288e-01
9.759999999999999787e-01,3.309123700000000251e-02,-3.774131999999994491e-01
9.769999999999999796e-01,3.271538310000000199e-02,-3.743047000000032654e-01
9.779999999999999805e-01,3.234262759999999987e-02,-3.712161999999992190e-01
9.789999999999999813e-01,3.197295070000000239e-02,-3.681475499999979917e-01
9.799999999999999822e-01,3.160633250000000061e-02,-3.650985000000002145e-01
9.809999999999999831e-01,3.124275370000000052e-02,-3.620688499999999976e-01
9.819999999999999840e-01,3.088219479999999850e-02,-3.590584999999997251e-01
9.829999999999999849e-01,3.052463669999999976e-02,-3.560671000000006359e-01
9.839999999999999858e-01,3.017006059999999962e-02,-3.530945000000009770e-01
9.849999999999999867e-01,2.981844770000000033e-02,-3.501405999999995799e-01
9.859999999999999876e-01,2.946977939999999990e-02,-3.472051499999988522e-01
9.869999999999999885e-01,2.912403740000000033e-02,-3.442879499999982329e-01
9.879999999999999893e-01,2.878120350000000147e-02,-3.413888499999995219e-01
9.889999999999999902e-01,2.844125969999999892e-02,-3.385076500000003819e-01
9.899999999999999911e-01,2.810418820000000137e-02,-3.356441500000002520e-01
9.909999999999999920e-01,2.776997139999999933e-02,-3.327983000000003244e-01
9.919999999999999929e-01,2.743859159999999936e-02,-3.299698499999994539e-01
9.929999999999999938e-01,2.711003169999999865e-02,-3.271585499999982716e-01
9.939999999999999947e-01,2.678427450000000001e-02,-3.243643999999985539e-01
9.949999999999999956e-01,2.646130290000000065e-02,-3.215872000000015163e-01
9.959999999999999964e-01,2.614110009999999831e-02,-3.188267000000006846e-01
9.969999999999999973e-01,2.582364950000000034e-02,-3.160827999999984428e-01
9.979999999999999982e-01,2.550893450000000021e-02,-3.133553999999989514e-01
9.989999999999999991e-01,2.519693870000000099e-02,-3.106443500000004576e-01
1.000000000000000000e+00,2.488764580000000018e-02,-3.079494000000178033e-01
1.000999999999999890e+00,2.458103990000000058e-02,-3.052704500000000820e-01
1.002000000000000002e+00,2.427710489999999888e-02,-3.026074500000000000e-01
1.002999999999999892e+00,2.397582499999999922e-02,-2.999601499999986487e-01
1.004000000000000004e+00,2.367718460000000150e-02,-2.973284499999984121e-01
1.004999999999999893e+00,2.338116809999999865e-02,-2.947123000000022586e-01
1.006000000000000005e+00,2.308775999999999884e-02,-2.921114499999966085e-01
1.006999999999999895e+00,2.279694520000000169e-02,-2.895257999999998333e-01
1.008000000000000007e+00,2.250870840000000067e-02,-2.869553000000006904e-01
1.008999999999999897e+00,2.222303460000000022e-02,-2.843997000000015873e-01
1.010000000000000009e+00,2.193990900000000049e-02,-2.818589499999983872e-01
1.010999999999999899e+00,2.165931670000000031e-02,-2.793330000000011637e-01
1.012000000000000011e+00,2.138124300000000116e-02,-2.768215999999981136e-01
1.012999999999999901e+00,2.110567350000000161e-02,-2.743247000000010871e-01
1.014000000000000012e+00,2.083259360000000102e-02,-2.718422000000000338e-01
1.014999999999999902e+00,2.056198910000000060e-02,-2.693739500000020826e-01
1.016000000000000014e+00,2.029384570000000027e-02,-2.669198999999995436e-01
1.016999999999999904e+00,2.002814929999999910e-02,-2.644798500000007380e-01
1.018000000000000016e+00,1.976488599999999887e-02,-2.620537999999985601e-01
1.018999999999999906e+00,1.950404169999999868e-02,-2.596416000000001389e-01
1.020000000000000018e+00,1.924560280000000081e-02,-2.572430999999983925e-01
1.020999999999999908e+00,1.898955550000000145e-02,-2.548582500000016182e-01
1.022000000000000020e+00,1.873588630000000074e-02,-2.524869499999979894e-01
1.022999999999999909e+00,1.848458160000000100e-02,-2.501291500000011325e-01
1.024000000000000021e+00,1.823562800000000025e-02,-2.477846999999986366e-01
1.024999999999999911e+00,1.798901220000000134e-02,-2.454534999999999911e-01
1.026000000000000023e+00,1.774472100000000149e-02,-2.431354499999986984e-01
1.026999999999999913e+00,1.750274129999999928e-02,-2.408305000000012797e-01
1.028000000000000025e+00,1.726306000000000021e-02,-2.385385999999982687e-01
1.028999999999999915e+00,1.702566410000000072e-02,-2.362596000000003471e-01
1.030000000000000027e+00,1.679054079999999990e-02,-2.339933999999992409e-01
1.030999999999999917e+00,1.655767730000000035e-02,-2.317399500000014712e-01
1.032000000000000028e+00,1.632706089999999902e-02,-2.294991999999993482e-01
1.032999999999999918e+00,1.609867889999999982e-02,-2.272710500000023615e-01
1.034000000000000030e+00,1.587251879999999893e-02,-2.250553999999995725e-01
1.034999999999999920e+00,1.564856809999999945e-02,-2.228522000000001668e-01
1.036000000000000032e+00,1.542681440000000063e-02,-2.206613999999991194e-01
1.036999999999999922e+00,1.520724529999999998e-02,-2.184828500000008944e-01
1.038000000000000034e+00,1.498984870000000073e-02,-2.163164999999986904e-01
1.038999999999999924e+00,1.477461230000000000e-02,-2.141623500000013891e-01
1.040000000000000036e+00,1.456152399999999930e-02,-2.120202499999983559e-01
1.040999999999999925e+00,1.435057179999999974e-02,-2.098902499999999449e-01
1.042000000000000037e+00,1.414174349999999976e-02,-2.077721499999976018e-01
1.042999999999999927e+00,1.393502750000000061e-02,-2.056659500000002083e-01
1.044000000000000039e+00,1.373041160000000073e-02,-2.035716499999997708e-01
1.044999999999999929e+00,1.352788419999999964e-02,-2.014890500000010576e-01
1.046000000000000041e+00,1.332743349999999938e-02,-1.994181499999996277e-01
1.046999999999999931e+00,1.312904789999999947e-02,-1.973589500000008101e-01
1.048000000000000043e+00,1.293271560000000021e-02,-1.953113999999978034e-01
1.048999999999999932e+00,1.273842510000000074e-02,-1.932753500000004010e-01
1.050000000000000044e+00,1.254616490000000015e-02,-1.912507499999991367e-01
1.050999999999999934e+00,1.235592360000000063e-02,-1.892376500000008122e-01
1.052000000000000046e+00,1.216768959999999997e-02,-1.872359499999998178e-01
1.052999999999999936e+00,1.198145169999999954e-02,-1.852456000000008984e-01
1.054000000000000048e+00,1.179719840000000020e-02,-1.832665499999981407e-01
1.054999999999999938e+00,1.161491859999999945e-02,-1.812987000000001458e-01
1.056000000000000050e+00,1.143460100000000083e-02,-1.793421499999992008e-01
1.056999999999999940e+00,1.125623429999999918e-02,-1.773967000000009619e-01
1.058000000000000052e+00,1.107980759999999988e-02,-1.754623999999989081e-01
1.058999999999999941e+00,1.090530949999999992e-02,-1.735392000000004487e-01
1.060000000000000053e+00,1.073272920000000082e-02,-1.716269999999990858e-01
1.060999999999999943e+00,1.056205550000000049e-02,-1.697258499999998449e-01
1.062000000000000055e+00,1.039327750000000085e-02,-1.678356499999988927e-01
1.062999999999999945e+00,1.022638420000000076e-02,-1.659563500000009739e-01
1.064000000000000057e+00,1.006136480000000000e-02,-1.640880149999990323e-01
1.064999999999999947e+00,9.898208170000000541e-03,-1.622305849999996497e-01
1.066000000000000059e+00,9.736903629999999962e-03,-1.603839199999992360e-01
1.066999999999999948e+00,9.577440330000000848e-03,-1.585480900000009186e-01
1.068000000000000060e+00,9.419807449999999596e-03,-1.567230500000000859e-01
1.068999999999999950e+00,9.263994229999999303e-03,-1.549087650000000593e-01
1.070000000000000062e+00,9.109989920000000421e-03,-1.531052049999983566e-01
1.070999999999999952e+00,8.957783820000000605e-03,-1.513123550000017303e-01
1.072000000000000064e+00,8.807365209999999320e-03,-1.495301899999992301e-01
1.072999999999999954e+00,8.658723440000000091e-03,-1.477586849999994456e-01
1.074000000000000066e+00,8.511847839999999582e-03,-1.459978249999993594e-01
1.074999999999999956e+00,8.366727790000000331e-03,-1.442475850000004556e-01
1.076000000000000068e+00,8.223352669999999670e-03,-1.425079550000001305e-01
1.076999999999999957e+00,8.081711880000000056e-03,-1.407789100000012006e-01
1.078000000000000069e+00,7.941794849999999489e-03,-1.390604399999992857e-01
1.078999999999999959e+00,7.803591000000000347e-03,-1.373525350000002199e-01
1.080000000000000071e+00,7.667089779999999681e-03,-1.356551750000001277e-01
1.080999999999999961e+00,7.532280649999999710e-03,-1.339683550000003720e-01
1.082000000000000073e+00,7.399153070000000047e-03,-1.322920649999992371e-01
1.082999999999999963e+00,7.267696520000000229e-03,-1.306262900000003668e-01
1.084000000000000075e+00,7.137900489999999751e-03,-1.289710299999997645e-01
1.084999999999999964e+00,7.009754459999999882e-03,-1.273262850000000945e-01
1.086000000000000076e+00,6.883247920000000117e-03,-1.256920399999992277e-01
1.086999999999999966e+00,6.758370379999999872e-03,-1.240682900000003031e-01
1.088000000000000078e+00,6.635111340000000336e-03,-1.224550399999997374e-01
1.088999999999999968e+00,6.513460300000000099e-03,-1.208522950000001650e-01
1.090000000000000080e+00,6.393406750000000388e-03,-1.192600499999998398e-01
1.090999999999999970e+00,6.274940199999999753e-03,-1.176783050000005382e-01
1.092000000000000082e+00,6.158050140000000290e-03,-1.161070649999995652e-01
1.092999999999999972e+00,6.042726069999999720e-03,-1.145463350000004432e-01
1.094000000000000083e+00,5.928957470000000181e-03,-1.129961249999986705e-01
1.094999999999999973e+00,5.816733820000000339e-03,-1.114564400000008781e-01
1.096000000000000085e+00,5.706044589999999771e-03,-1.099272899999998998e-01
1.096999999999999975e+00,5.596879239999999825e-03,-1.084086850000005597e-01
1.098000000000000087e+00,5.489227220000000157e-03,-1.069006349999996885e-01
1.098999999999999977e+00,5.383077969999999594e-03,-1.054031550000003037e-01
1.100000000000000089e+00,5.278420909999999647e-03,-1.039162599999992054e-01
1.100999999999999979e+00,5.175245450000000129e-03,-1.024399599999998856e-01
1.102000000000000091e+00,5.073540990000000028e-03,-1.009742749999995581e-01
1.102999999999999980e+00,4.973296900000000187e-03,-9.951922500000032201e-02
1.104000000000000092e+00,4.874502539999999752e-03,-9.807482999999983520e-02
1.104999999999999982e+00,4.777147239999999725e-03,-9.664110499999978288e-02
1.106000000000000094e+00,4.681220330000000242e-03,-9.521806999999959942e-02
1.106999999999999984e+00,4.586711099999999861e-03,-9.380576000000084846e-02
1.108000000000000096e+00,4.493608809999999863e-03,-9.240418499999991653e-02
1.108999999999999986e+00,4.401902729999999757e-03,-9.101337500000017400e-02
1.110000000000000098e+00,4.311582060000000195e-03,-8.963336499999963181e-02
1.110999999999999988e+00,4.222636000000000098e-03,-8.826417000000041924e-02
1.112000000000000099e+00,4.135053720000000238e-03,-8.690582000000013352e-02
1.112999999999999989e+00,4.048824359999999775e-03,-8.555834500000059073e-02
1.114000000000000101e+00,3.963937029999999723e-03,-8.422177999999935771e-02
1.114999999999999991e+00,3.880380799999999953e-03,-8.289615500000002690e-02
1.116000000000000103e+00,3.798144719999999985e-03,-8.158149999999952939e-02
1.116999999999999993e+00,3.717217799999999930e-03,-8.027784500000034740e-02
1.118000000000000105e+00,3.637589029999999980e-03,-7.898522499999960367e-02
1.118999999999999995e+00,3.559247350000000094e-03,-7.770368000000038577e-02
1.120000000000000107e+00,3.482181669999999916e-03,-7.643324499999959443e-02
1.120999999999999996e+00,3.406380860000000118e-03,-7.517395000000015592e-02
1.122000000000000108e+00,3.331833770000000149e-03,-7.392582999999963711e-02
1.122999999999999998e+00,3.258529200000000094e-03,-7.268893000000020699e-02
1.124000000000000110e+00,3.186455910000000197e-03,-7.146328499999965445e-02
1.125000000000000000e+00,3.115602629999999953e-03,-7.024893500000772839e-02
1.125999999999999890e+00,3.045958039999999926e-03,-6.904591000000026568e-02
1.127000000000000002e+00,2.977510809999999852e-03,-6.785425499999986343e-02
1.127999999999999892e+00,2.910249529999999786e-03,-6.667401500000025294e-02
1.129000000000000004e+00,2.844162779999999825e-03,-6.550521999999969758e-02
1.129999999999999893e+00,2.779239089999999829e-03,-6.434790999999995265e-02
1.131000000000000005e+00,2.715466960000000214e-03,-6.320212499999966482e-02
1.131999999999999895e+00,2.652834839999999861e-03,-6.206790500000036737e-02
