 v-sweep         v(vin)          v(vout)        
 1.44300000e+00  1.44300000e+00  2.35147141e-06 
 1.44400000e+00  1.44400000e+00  2.35407433e-06 
 1.44500000e+00  1.44500000e+00  2.35688135e-06 
 1.44600000e+00  1.44600000e+00  2.35988700e-06 
 1.44700000e+00  1.44700000e+00  2.36308601e-06 
 1.44800000e+00  1.44800000e+00  2.36647325e-06 
 1.44900000e+00  1.44900000e+00  2.37004376e-06 
 1.45000000e+00  1.45000000e+00  2.37379276e-06 
 1.45100000e+00  1.45100000e+00  2.37771558e-06 
 1.45200000e+00  1.45200000e+00  2.38180776e-06 
 1.45300000e+00  1.45300000e+00  2.38606493e-06 
 1.45400000e+00  1.45400000e+00  2.39048288e-06 
 1.45500000e+00  1.45500000e+00  2.39505755e-06 
 1.45600000e+00  1.45600000e+00  2.39978499e-06 
 1.45700000e+00  1.45700000e+00  2.40466138e-06 
 1.45800000e+00  1.45800000e+00  2.40968304e-06 
 1.45900000e+00  1.45900000e+00  2.41484638e-06 
 1.46000000e+00  1.46000000e+00  2.42014796e-06 
 1.46100000e+00  1.46100000e+00  2.42558442e-06 
 1.46200000e+00  1.46200000e+00  2.43115252e-06 
 1.46300000e+00  1.46300000e+00  2.43684914e-06 
 1.46400000e+00  1.46400000e+00  2.44267124e-06 
 1.46500000e+00  1.46500000e+00  2.44861588e-06 
 1.46600000e+00  1.46600000e+00  2.45468024e-06 
 1.46700000e+00  1.46700000e+00  2.46086155e-06 
 1.46800000e+00  1.46800000e+00  2.46715717e-06 
 1.46900000e+00  1.46900000e+00  2.47356452e-06 
 1.47000000e+00  1.47000000e+00  2.48008111e-06 
 1.47100000e+00  1.47100000e+00  2.48670454e-06 
 1.47200000e+00  1.47200000e+00  2.49343248e-06 
 1.47300000e+00  1.47300000e+00  2.50026267e-06 
 1.47400000e+00  1.47400000e+00  2.50719295e-06 
 1.47500000e+00  1.47500000e+00  2.51422120e-06 
 1.47600000e+00  1.47600000e+00  2.52134538e-06 
 1.47700000e+00  1.47700000e+00  2.52856352e-06 
 1.47800000e+00  1.47800000e+00  2.53587372e-06 
 1.47900000e+00  1.47900000e+00  2.54327413e-06 
 1.48000000e+00  1.48000000e+00  2.55076296e-06 
 1.48100000e+00  1.48100000e+00  2.55833851e-06 
 1.48200000e+00  1.48200000e+00  2.56599908e-06 
 1.48300000e+00  1.48300000e+00  2.57374309e-06 
 1.48400000e+00  1.48400000e+00  2.58156895e-06 
 1.48500000e+00  1.48500000e+00  2.58947518e-06 
 1.48600000e+00  1.48600000e+00  2.59746031e-06 
 1.48700000e+00  1.48700000e+00  2.60552293e-06 
 1.48800000e+00  1.48800000e+00  2.61366168e-06 
 1.48900000e+00  1.48900000e+00  2.62187525e-06 
 1.49000000e+00  1.49000000e+00  2.63016237e-06 
 1.49100000e+00  1.49100000e+00  2.63852179e-06 
 1.49200000e+00  1.49200000e+00  2.64695235e-06 
 1.49300000e+00  1.49300000e+00  2.65545289e-06 
 1.49400000e+00  1.49400000e+00  2.66402230e-06 
 1.49500000e+00  1.49500000e+00  2.67265951e-06 
 1.49600000e+00  1.49600000e+00  2.68136348e-06 
 1.49700000e+00  1.49700000e+00  2.69013322e-06 
 1.49800000e+00  1.49800000e+00  2.69896777e-06 
 1.49900000e+00  1.49900000e+00  2.70786618e-06 
 1.50000000e+00  1.50000000e+00  2.71682756e-06 
